Churn,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
True,Female,False,Yes,Yes,48,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.05
False,Male,False,Yes,Yes,60,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55
False,Male,False,Yes,No,15,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6
False,Female,False,Yes,No,69,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4
False,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65
True,Male,False,Yes,No,59,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05
False,Male,False,Yes,Yes,54,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2
False,Male,False,Yes,Yes,72,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95
False,Female,False,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5
False,Male,False,Yes,Yes,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5
False,Male,False,Yes,Yes,66,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75
False,Female,False,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65
True,Male,False,No,No,43,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2
False,Female,True,No,No,57,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0
True,Female,False,Yes,Yes,1,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1
True,Female,False,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05
False,Male,True,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6
False,Male,False,Yes,No,51,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05
False,Female,False,Yes,Yes,6,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8
True,Male,False,Yes,Yes,8,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05
False,Female,False,No,No,28,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.75
False,Male,False,Yes,Yes,16,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85
False,Female,True,No,Yes,30,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3
False,Female,False,No,No,12,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65
True,Female,False,No,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9
False,Male,False,No,No,55,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2
False,Female,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.35
False,Male,False,Yes,Yes,34,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55
True,Male,False,No,No,15,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7
True,Female,False,No,No,2,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65
False,Female,False,Yes,Yes,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7
True,Male,False,Yes,No,66,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05
False,Male,False,No,Yes,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85
False,Female,False,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1
False,Female,False,No,No,10,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95
True,Male,False,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45
False,Female,False,Yes,Yes,47,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8
False,Male,False,No,No,22,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75
True,Male,False,No,No,31,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45
False,Female,False,Yes,Yes,39,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5
True,Male,True,Yes,No,30,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4
False,Female,False,Yes,Yes,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1
True,Male,True,Yes,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65
False,Male,True,Yes,No,45,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15
True,Male,False,Yes,No,18,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4
False,Male,False,Yes,Yes,70,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35
False,Female,False,Yes,Yes,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2
True,Female,False,No,No,12,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7
False,Female,False,Yes,Yes,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3
True,Female,False,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95
False,Male,False,No,No,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15
False,Female,True,Yes,No,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2
False,Female,True,Yes,No,42,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2
False,Male,False,No,No,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75
False,Male,False,No,No,45,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3
False,Female,False,No,No,8,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05
False,Female,False,No,No,14,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65
False,Male,False,No,No,18,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35
False,Female,False,No,No,43,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7
False,Male,False,Yes,No,27,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7
False,Female,False,No,No,18,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15
True,Male,False,Yes,No,5,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95
False,Female,False,Yes,Yes,52,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05
False,Male,False,Yes,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0
False,Female,False,No,No,23,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7
True,Female,False,Yes,Yes,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1
False,Female,False,Yes,No,20,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35
False,Male,True,No,No,31,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6
False,Female,False,Yes,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3
False,Male,False,No,No,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2
False,Female,False,Yes,Yes,6,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55
True,Female,False,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55
False,Male,False,No,No,14,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4
False,Male,False,No,No,63,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45
False,Male,False,Yes,No,68,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7
False,Male,False,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5
False,Male,False,No,No,58,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65
True,Female,False,No,No,19,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6
True,Female,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8
False,Female,True,Yes,Yes,24,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55
True,Female,False,No,No,18,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2
False,Male,False,Yes,Yes,51,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4
False,Male,False,Yes,No,45,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8
False,Female,False,Yes,Yes,61,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8
True,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2
False,Female,False,Yes,No,33,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75
True,Male,False,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0
True,Female,False,Yes,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15
False,Female,False,Yes,Yes,26,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65
False,Female,False,No,No,23,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0
True,Male,False,No,No,1,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65
True,Female,False,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15
False,Male,True,Yes,No,13,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8
True,Female,False,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15
False,Female,False,Yes,No,4,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.05
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75
True,Male,False,No,No,22,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0
True,Female,False,No,Yes,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6
True,Male,False,No,No,1,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9
False,Female,False,No,No,21,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65
False,Male,True,Yes,No,45,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7
False,Female,False,No,No,12,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55
False,Male,False,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45
False,Male,False,Yes,Yes,63,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5
True,Female,False,Yes,No,15,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3
False,Male,False,Yes,No,43,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2
False,Female,True,Yes,No,60,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0
False,Male,False,Yes,No,31,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05
False,Female,False,Yes,Yes,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55
False,Female,True,No,No,67,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9
False,Male,False,No,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55
False,Female,False,No,Yes,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.05
False,Female,False,No,Yes,51,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15
False,Female,False,No,No,15,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8
False,Female,False,Yes,Yes,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8
False,Male,False,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55
False,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9
False,Male,False,No,No,55,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9
False,Male,False,No,No,4,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4
True,Female,False,No,No,2,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6
True,Male,False,No,No,45,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85
False,Female,False,Yes,No,19,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9
True,Male,True,Yes,No,3,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45
True,Female,False,Yes,No,28,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.8
False,Female,False,Yes,Yes,23,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6
True,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55
False,Female,False,No,No,25,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25
False,Male,False,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4
False,Male,False,No,No,14,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45
False,Male,False,No,No,24,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6
False,Male,True,No,No,56,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05
True,Male,True,Yes,No,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3
False,Male,True,Yes,No,7,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2
False,Female,False,No,No,5,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35
True,Female,False,Yes,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4
False,Female,False,Yes,Yes,19,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85
True,Female,False,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1
False,Female,False,Yes,Yes,16,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25
False,Female,False,Yes,Yes,10,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9
False,Female,False,No,No,72,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75
False,Male,True,No,No,51,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0
False,Male,True,No,No,67,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1
False,Female,True,Yes,No,25,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3
False,Female,False,Yes,Yes,45,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3
True,Female,False,No,No,30,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15
False,Male,False,Yes,Yes,11,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6
